State,FileID,PromptID,DocID,Temp,ThreadID,HeadScore,ExScoreP,ExScoreR,ExScoreF1,UT,UT1,UT2
I,0,3,0,0.4,thread_sS8KlrkUPX48sNPdqTZeUp3T,0.0,0.030,-0.080,-0.024,0.000,0.000,0.000
I,0,3,0,0.4,thread_oeeCjnTsNL9zgjWA4dFOOnjH,1.0,0.072,-0.259,-0.097,0.267,0.333,0.222
I,0,3,0,0.4,thread_FAh7FMAGrW4l81Zsl8GT9bhe,0.0,-0.014,-0.115,-0.063,0.000,0.000,0.000
I,0,3,0,0.4,thread_bkYIhpzbPUKogMoj3grHLdXP,0.0,0.022,-0.093,-0.035,0.000,0.000,0.000
I,0,3,0,0.4,thread_0BXWQAvCj2hWJiCaL5NwyoKD,1.0,0.100,-0.370,-0.145,0.182,0.167,0.200
I,0,3,0,0.4,thread_bdSN1g9PSO7ccjsUZp2Rp1Af,1.0,0.093,-0.280,-0.099,0.182,0.167,0.200
I,0,3,0,0.4,thread_YCNz7Xm5zZqUVddVhIs5w1Kb,0.0,0.001,-0.103,-0.050,0.000,0.000,0.000
I,0,3,0,0.4,thread_4CxACAGZhbzymGQhcAwnpWSo,0.0,0.010,-0.157,-0.073,0.000,0.000,0.000
I,0,3,0,0.4,thread_pWq39SMYMLq0VbBEowj715tP,0.0,0.023,-0.117,-0.046,0.000,0.000,0.000
I,0,3,0,0.4,thread_wofB15SHYEUfEWeg96JR4aJQ,1.0,0.096,-0.273,-0.094,0.000,0.000,0.000
I,1,3,0,0.4,thread_4nHsqPMvBa5VwAC7wjRPMkuE,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_OpdW4iOG8QPUDp96B3gWBXFh,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_4k05tXzXbxrNP458lyZRWeNU,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_vN2BpanP7kkYEOkVIaTtf9mP,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_JSeucgnD0oG07CGMk5610Uzc,1.0,0.515,-0.143,0.166,0.600,0.429,1.000
I,1,3,0,0.4,thread_oSmkNqlXbx4vhZ3MnjIFS5qp,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_fO2jQTWwzHjPnk844PpOc5CH,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_fx786QtKLzyqgPf6hCwKOOxX,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_V0siRMktLQ606YYnTOhuK6JV,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_1qPHYZTb75l0YjrCpuhQyxCy,1.0,0.239,-0.315,-0.052,0.600,0.429,1.000
I,2,3,0,0.4,thread_yMeDVLpSWOHuEDYuwoTUxGHZ,1.0,0.035,-0.269,-0.120,0.000,0.000,0.000
I,2,3,0,0.4,thread_Ex0sb0QpoVBaXX4zlhvL0kfI,1.0,0.067,-0.314,-0.129,0.667,0.500,1.000
I,2,3,0,0.4,thread_eHRVvV7ZkyRYofbJSOUQcAbA,1.0,0.072,-0.302,-0.121,0.667,0.500,1.000
I,2,3,0,0.4,thread_aaHHmz2aZD6vNibnzgZYZY4H,1.0,0.092,-0.302,-0.111,0.167,0.167,0.167
I,2,3,0,0.4,thread_EX6z6hJR5ZBGwzfYi7V2dSkq,1.0,0.065,-0.329,-0.138,0.800,0.667,1.000
I,2,3,0,0.4,thread_E1AIlAkhJcp83p7F88Ox1TZZ,1.0,0.070,-0.369,-0.158,0.800,0.667,1.000
I,2,3,0,0.4,thread_nsimC03Xwy2NFYDiNcb3X8MX,1.0,0.121,-0.283,-0.088,0.800,0.667,1.000
I,2,3,0,0.4,thread_wfRwG2AUaymp8JbCMbZljeDt,1.0,0.096,-0.273,-0.094,0.167,0.167,0.167
I,2,3,0,0.4,thread_dfUDYDYciz8iboSc5FMzyCez,0.0,0.023,-0.167,-0.072,0.000,0.000,0.000
I,2,3,0,0.4,thread_awUP54rgcXdNZlx9nvgPX6SP,1.0,0.063,-0.362,-0.157,0.800,0.667,1.000
I,3,3,0,0.4,thread_mO53Nku2uF1OLO8Gdkk5p2rg,0.0,0.014,-0.144,-0.064,0.000,0.000,0.000
I,3,3,0,0.4,thread_Ois6XJ8k2dbsr7dEJ1KFYddv,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_uSEERaiugAuYhFCNQpMZO1Pk,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_ftDG21KfH0vjWeJeDaQcUkuX,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_TMd23S6PBlF11uXThSyVXGOm,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_PkL02GoMsYhzdw1QhzgxnU2n,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_6xKrr90Jv20Hb9SDxsVNO0J6,1.0,0.128,-0.021,0.054,0.667,0.500,1.000
I,3,3,0,0.4,thread_NAGxfQCuEfNqc7XiyleVFX5r,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_MODOHa5iRAKa2mRobHCatQap,1.0,0.102,-0.265,-0.086,0.500,0.333,1.000
I,3,3,0,0.4,thread_QFdQ8dpAJWXIxUuPgsnlpwY8,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
S,4,3,0,0.4,thread_8EE27BxTjF5P23gpedVSqRfM,1.0,0.037,0.054,0.047,1.000,1.000,1.000
S,4,3,0,0.4,thread_oVAfj4afA7OEw570F6E2w2p0,1.0,0.059,-0.060,-0.000,1.000,1.000,1.000
S,4,3,0,0.4,thread_cxtw9SVpd6JBGLttXspcTa47,1.0,0.040,0.058,0.050,1.000,1.000,1.000
S,4,3,0,0.4,thread_0i0xNxJX8fJpVf9Bk4tOoyjH,1.0,0.040,0.058,0.050,1.000,1.000,1.000
S,4,3,0,0.4,thread_PtuVZpf6oOGsK3n1CX34jYRH,1.0,0.029,-0.046,-0.007,1.000,1.000,1.000
S,4,3,0,0.4,thread_IadomFr9RS1UobVZPw0SdNqz,1.0,0.030,0.016,0.025,1.000,1.000,1.000
S,4,3,0,0.4,thread_zGPWJUwb47Pc59SCG0Bu3kKu,1.0,0.032,0.114,0.074,1.000,1.000,1.000
S,4,3,0,0.4,thread_qrdihWWGVZwjYYSWbkznlG7f,1.0,0.032,0.036,0.036,1.000,1.000,1.000
S,4,3,0,0.4,thread_lHvOjnrMpUM134HJHwC5xbAD,1.0,0.061,0.044,0.054,1.000,1.000,1.000
S,4,3,0,0.4,thread_7SaJmrqkqnqxWz91e3cdxzVm,1.0,0.037,0.054,0.047,1.000,1.000,1.000
S,5,3,0,0.4,thread_ig1AIL9vOOQJOHoCzG3uh9uN,1.0,0.038,-0.011,0.015,1.000,1.000,1.000
S,5,3,0,0.4,thread_9YuWOPSlJPzpGUNDMGKuCE60,0.0,0.039,0.178,0.109,0.000,0.000,0.000
S,5,3,0,0.4,thread_osQwN5e5h87QX3ne246cok8Q,1.0,0.027,0.048,0.039,1.000,1.000,1.000
S,5,3,0,0.4,thread_W4hlFXo0Qr6kjE0y6KxfBEU7,1.0,0.033,0.009,0.022,1.000,1.000,1.000
S,5,3,0,0.4,thread_wb5KpXaZyaET2wdDr545Fws8,0.0,0.021,0.223,0.121,0.000,0.000,0.000
S,5,3,0,0.4,thread_9orZPlP4UxcGYGUEuWEFtxtn,0.0,0.083,-0.089,-0.003,0.000,0.000,0.000
S,5,3,0,0.4,thread_2eQQIx4EdNp5YJzKkRoZZ1R5,1.0,0.053,-0.051,0.002,1.000,1.000,1.000
S,5,3,0,0.4,thread_pN6L8mT2QwVpjjTdbxyEc0uX,0.0,0.002,-0.308,-0.156,0.000,0.000,0.000
S,5,3,0,0.4,thread_gOZnWm1ZL9yaJ3qQJl8OWI16,0.0,0.010,0.019,0.016,0.000,0.000,0.000
S,5,3,0,0.4,thread_7VZMWZtqiByybZpn74nTRLEs,1.0,0.037,0.054,0.047,1.000,1.000,1.000
I,0,3,1,0.4,thread_kPiyXqBRKAaGjYkokVodNT2v,0.0,0.033,-0.088,-0.027,0.000,0.000,0.000
I,0,3,1,0.4,thread_Eh3dsbQbwFhllBaxgBcjvMRV,0.0,0.024,-0.113,-0.044,0.000,0.000,0.000
I,0,3,1,0.4,thread_19ezNErD8Ghs3lWHFdP28Hh4,1.0,0.056,-0.208,-0.078,0.182,0.167,0.200
I,0,3,1,0.4,thread_m9nDS2RlqSZoiEJ3jtNpZYEM,0.0,0.015,-0.101,-0.042,0.000,0.000,0.000
I,0,3,1,0.4,thread_RZo5IzYvy8OGH9EaU3DNDpIQ,1.0,0.092,-0.260,-0.089,0.182,0.167,0.200
I,0,3,1,0.4,thread_2rgg7b7vgSdzp86y7H7EZgMK,1.0,0.089,-0.148,-0.031,0.400,0.333,0.500
I,0,3,1,0.4,thread_MYHPXVndCw0j0D5L1aqQRWUM,1.0,0.127,0.052,0.091,0.000,0.000,0.000
I,0,3,1,0.4,thread_KFH8bjgBw5QKWXkPb9xmUagy,0.0,0.026,-0.106,-0.039,0.000,0.000,0.000
I,0,3,1,0.4,thread_3R7ePe5Obph31rpgbJTSFVgg,0.0,0.024,-0.113,-0.044,0.000,0.000,0.000
I,0,3,1,0.4,thread_7GhIl1gYXPd9iSyyY7vQrlcv,0.0,0.020,-0.224,-0.103,0.286,0.167,1.000
I,1,3,1,0.4,thread_qx2RhcokR0LE9bnHQxlLnl4o,1.0,0.218,-0.399,-0.108,0.727,0.571,1.000
I,1,3,1,0.4,thread_nQG6PrbOXWRaY4hd9sNprTlO,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,1,0.4,thread_2VaDLyQVCGlH277KYJRD8Nxk,1.0,0.218,-0.399,-0.108,0.727,0.571,1.000
I,1,3,1,0.4,thread_kZSOR1EN2ruUsrTmwQ8qnF5P,1.0,0.477,-0.295,0.063,0.727,0.571,1.000
I,1,3,1,0.4,thread_Vlnn4COJaKiNRgUSzoIrKWYZ,1.0,0.489,-0.082,0.189,0.444,0.286,1.000
I,1,3,1,0.4,thread_0zmwz0YXmmI8N3OwC4hEHK8w,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,1,0.4,thread_nDfsXvn4WibzL7uoN68zhidS,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,1,0.4,thread_MsVx1weis9t3CnRvRnff271h,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,1,0.4,thread_UlDK96kMftAcCvzkoRI2uG7G,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,1,0.4,thread_UlDK96kMftAcCvzkoRI2uG7G,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,1,0.4,thread_hg4Bsjl7y1X66DFCHlt6NENx,0.0,0.349,-0.102,0.115,0.600,0.429,1.000
I,2,3,1,0.4,thread_wFkAIIXv5fwBDYYezSRijaTX,1.0,0.043,-0.324,-0.146,0.167,0.167,0.167
I,2,3,1,0.4,thread_GHwzhnhnUTOTGcdeQgMY36yi,1.0,0.075,-0.332,-0.135,0.182,0.167,0.200
I,2,3,1,0.4,thread_mkRLS5ykNFVYJLv5BhJLOkPP,1.0,0.078,-0.393,-0.167,0.000,0.000,0.000
I,2,3,1,0.4,thread_Dgry2WtDlqkIzGhKjBZeWHa5,1.0,0.109,-0.285,-0.094,0.167,0.167,0.167
I,2,3,1,0.4,thread_KeYQHRYWmvPNvWMxLQkD67aT,0.0,0.016,-0.075,-0.028,0.000,0.000,0.000
I,2,3,1,0.4,thread_prwKdhBe8SMG9gFofla1rafq,1.0,0.050,-0.462,-0.217,0.000,0.000,0.000
I,2,3,1,0.4,thread_SUtOHx9GGDI8Gc4vJ5b8Mcgs,1.0,0.069,-0.343,-0.144,0.000,0.000,0.000
I,2,3,1,0.4,thread_W0ZWPYQa1Al8rUxjl4bapI7L,1.0,0.089,-0.242,-0.080,0.000,0.000,0.000
I,2,3,1,0.4,thread_GB9Vw5Ws26G8nbllbDpN7WzW,1.0,0.100,-0.270,-0.091,0.000,0.000,0.000
I,2,3,1,0.4,thread_1ipm9jRyZGXdHT7ljcejBAQh,1.0,0.055,-0.297,-0.125,0.167,0.167,0.167
I,3,3,1,0.4,thread_0R9WK7IfK4v9AEueGutSUP9G,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,1,0.4,thread_pl0LhW9CprX0VSRgRhEUnmVN,1.0,0.084,-0.299,-0.113,0.667,0.500,1.000
I,3,3,1,0.4,thread_kIU7yziNMukI0tNImfw0RGAz,1.0,0.098,-0.181,-0.044,0.500,0.333,1.000
I,3,3,1,0.4,thread_w6TymHg0HJUMxj4SXls7FhBo,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,1,0.4,thread_zqB8t5kuDsAElZLFLA5PRn2P,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,1,0.4,thread_W3tnreh8wew4h2pnnlm8sJSc,1.0,0.104,-0.284,-0.096,0.667,0.500,1.000
I,3,3,1,0.4,thread_m0R9NfUoNIpLw3SkG76nmi5q,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,1,0.4,thread_cwY1dvGUVBUHukQfcZS3Ebvp,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,1,0.4,thread_Uq4C2T3ZQKPMZ7xEWPhIfHy6,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,1,0.4,thread_O4kY58BKUewYqfnGahZTVCHY,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
S,4,3,1,0.4,thread_IbSj29mNUSFfR19VAOMqpWsk,1.0,0.003,-0.080,-0.037,1.000,1.000,1.000
S,4,3,1,0.4,thread_y8lmbOsNtsNwstBydb4OqPd5,1.0,0.026,-0.004,0.012,1.000,1.000,1.000
S,4,3,1,0.4,thread_KoZUgxzN9HtlgSJnELLRMZfo,1.0,0.040,0.058,0.050,1.000,1.000,1.000
S,4,3,1,0.4,thread_Av2mQDqDxQIDREALYqaFQGan,1.0,0.013,-0.022,-0.003,1.000,1.000,1.000
S,4,3,1,0.4,thread_ln1iIJWJLeZaieTKK44sbZTy,1.0,0.026,-0.067,-0.019,1.000,1.000,1.000
S,4,3,1,0.4,thread_gfriBs7NdyEm3GxaokaW2pp4,1.0,0.064,0.081,0.074,1.000,1.000,1.000
S,4,3,1,0.4,thread_4OFwY4T74F6ctX76fLJs2itf,0.0,0.051,-0.193,-0.072,0.000,0.000,0.000
S,4,3,1,0.4,thread_CyPqloSFt9m0w3UiBnKbKoGJ,1.0,0.037,0.054,0.047,1.000,1.000,1.000
S,4,3,1,0.4,thread_7I3N4DLut5xmgGjgpkAWN2dW,1.0,0.051,-0.052,0.001,1.000,1.000,1.000
S,4,3,1,0.4,thread_C6U1uS9GtcP6hjZDvplV9rPE,1.0,0.049,0.090,0.071,1.000,1.000,1.000
S,5,3,1,0.4,thread_xQ7RGlNggLEkyhjU70ib0E5U,0.0,-0.079,-0.245,-0.161,0.000,0.000,0.000
S,5,3,1,0.4,thread_7sfT3Pprh3gnTTBQvprZNh5y,0.0,0.129,0.032,0.081,0.000,0.000,0.000
S,5,3,1,0.4,thread_uC2iws6vbVPli4T957PW5cFv,0.0,-0.003,-0.102,-0.052,0.000,0.000,0.000
S,5,3,1,0.4,thread_rHuRg3WhPNhh4z2sgg84uLLj,1.0,0.040,-0.071,-0.015,0.000,0.000,0.000
